[2022-12-13T10:05:46.537+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: DataMart.ReadData scheduled__2022-12-12T07:00:00+00:00 [queued]>
[2022-12-13T10:05:46.546+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: DataMart.ReadData scheduled__2022-12-12T07:00:00+00:00 [queued]>
[2022-12-13T10:05:46.547+0000] {taskinstance.py:1283} INFO - 
--------------------------------------------------------------------------------
[2022-12-13T10:05:46.547+0000] {taskinstance.py:1284} INFO - Starting attempt 17 of 22
[2022-12-13T10:05:46.548+0000] {taskinstance.py:1285} INFO - 
--------------------------------------------------------------------------------
[2022-12-13T10:05:46.556+0000] {taskinstance.py:1304} INFO - Executing <Task(PythonOperator): ReadData> on 2022-12-12 07:00:00+00:00
[2022-12-13T10:05:46.565+0000] {standard_task_runner.py:55} INFO - Started process 25057 to run task
[2022-12-13T10:05:46.569+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'DataMart', 'ReadData', 'scheduled__2022-12-12T07:00:00+00:00', '--job-id', '348', '--raw', '--subdir', 'DAGS_FOLDER/datamart.py', '--cfg-path', '/tmp/tmp3sgy0lv9']
[2022-12-13T10:05:46.572+0000] {standard_task_runner.py:83} INFO - Job 348: Subtask ReadData
[2022-12-13T10:05:46.661+0000] {task_command.py:389} INFO - Running <TaskInstance: DataMart.ReadData scheduled__2022-12-12T07:00:00+00:00 [running]> on host 83e68f36074a
[2022-12-13T10:05:46.722+0000] {taskinstance.py:1513} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Gama Ariefsadya
AIRFLOW_CTX_DAG_ID=DataMart
AIRFLOW_CTX_TASK_ID=ReadData
AIRFLOW_CTX_EXECUTION_DATE=2022-12-12T07:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=17
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-12-12T07:00:00+00:00
[2022-12-13T10:05:46.829+0000] {logging_mixin.py:137} INFO - ('2009-01-01 00:00:00', 2, 'Accept', 5.9399999999999995, 4, 19, 'Oslo')
[2022-12-13T10:05:46.830+0000] {logging_mixin.py:137} INFO - ('2009-01-01 00:00:00', 2, 'Accept', 5.9399999999999995, 4, 19, 'Stuttgart')
[2022-12-13T10:05:46.830+0000] {logging_mixin.py:137} INFO - ('2009-01-02 00:00:00', 2, 'Accept', 2.9699999999999998, 4, 19, 'Oslo')
[2022-12-13T10:05:46.831+0000] {logging_mixin.py:137} INFO - ('2009-01-02 00:00:00', 2, 'Accept', 2.9699999999999998, 4, 19, 'Stuttgart')
[2022-12-13T10:05:46.831+0000] {logging_mixin.py:137} INFO - ('2009-01-03 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Berlin')
[2022-12-13T10:05:46.832+0000] {logging_mixin.py:137} INFO - ('2009-01-03 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Boston')
[2022-12-13T10:05:46.832+0000] {logging_mixin.py:137} INFO - ('2009-01-03 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Brussels')
[2022-12-13T10:05:46.833+0000] {logging_mixin.py:137} INFO - ('2009-01-03 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Edmonton')
[2022-12-13T10:05:46.833+0000] {logging_mixin.py:137} INFO - ('2009-01-03 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Frankfurt')
[2022-12-13T10:05:46.833+0000] {logging_mixin.py:137} INFO - ('2009-01-03 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Paris')
[2022-12-13T10:05:46.834+0000] {logging_mixin.py:137} INFO - ('2009-01-06 00:00:00', 1, 'AC/DC', 5.9399999999999995, 18, 19, 'Berlin')
[2022-12-13T10:05:46.834+0000] {logging_mixin.py:137} INFO - ('2009-01-06 00:00:00', 1, 'AC/DC', 5.9399999999999995, 18, 19, 'Boston')
[2022-12-13T10:05:46.835+0000] {logging_mixin.py:137} INFO - ('2009-01-06 00:00:00', 1, 'AC/DC', 5.9399999999999995, 18, 19, 'Brussels')
[2022-12-13T10:05:46.835+0000] {logging_mixin.py:137} INFO - ('2009-01-06 00:00:00', 1, 'AC/DC', 5.9399999999999995, 18, 19, 'Edmonton')
[2022-12-13T10:05:46.835+0000] {logging_mixin.py:137} INFO - ('2009-01-06 00:00:00', 1, 'AC/DC', 5.9399999999999995, 18, 19, 'Frankfurt')
[2022-12-13T10:05:46.836+0000] {logging_mixin.py:137} INFO - ('2009-01-06 00:00:00', 1, 'AC/DC', 5.9399999999999995, 18, 19, 'Paris')
[2022-12-13T10:05:46.836+0000] {logging_mixin.py:137} INFO - ('2009-01-11 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Berlin')
[2022-12-13T10:05:46.836+0000] {logging_mixin.py:137} INFO - ('2009-01-11 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Boston')
[2022-12-13T10:05:46.837+0000] {logging_mixin.py:137} INFO - ('2009-01-11 00:00:00', 1, 'AC/DC', 2.9699999999999998, 18, 19, 'Brussels')
