[2022-12-12T15:44:54.507+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T15:44:54.541+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T15:44:54.544+0000] {taskinstance.py:1283} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T15:44:54.548+0000] {taskinstance.py:1284} INFO - Starting attempt 2 of 7
[2022-12-12T15:44:54.552+0000] {taskinstance.py:1285} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T15:44:54.618+0000] {taskinstance.py:1304} INFO - Executing <Task(PythonOperator): InsertData> on 2022-12-12 12:00:00+00:00
[2022-12-12T15:44:54.662+0000] {standard_task_runner.py:55} INFO - Started process 70524 to run task
[2022-12-12T15:44:54.677+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'Transaction', 'InsertData', 'scheduled__2022-12-12T12:00:00+00:00', '--job-id', '255', '--raw', '--subdir', 'DAGS_FOLDER/transaction.py', '--cfg-path', '/tmp/tmpe7vl79am']
[2022-12-12T15:44:54.685+0000] {standard_task_runner.py:83} INFO - Job 255: Subtask InsertData
[2022-12-12T15:44:54.906+0000] {task_command.py:389} INFO - Running <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [running]> on host 83e68f36074a
[2022-12-12T15:44:55.082+0000] {taskinstance.py:1513} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Gama Ariefsadya
AIRFLOW_CTX_DAG_ID=Transaction
AIRFLOW_CTX_TASK_ID=InsertData
AIRFLOW_CTX_EXECUTION_DATE=2022-12-12T12:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=2
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-12-12T12:00:00+00:00
[2022-12-12T15:45:00.430+0000] {logging_mixin.py:137} INFO - success Inserting Data
[2022-12-12T15:45:00.441+0000] {python.py:177} INFO - Done. Returned value was: None
[2022-12-12T15:45:00.491+0000] {taskinstance.py:1327} INFO - Marking task as SUCCESS. dag_id=Transaction, task_id=InsertData, execution_date=20221212T120000, start_date=20221212T154454, end_date=20221212T154500
[2022-12-12T15:45:00.677+0000] {local_task_job.py:159} INFO - Task exited with return code 0
[2022-12-12T15:45:00.792+0000] {taskinstance.py:2582} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2022-12-12T16:07:33.044+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T16:07:33.050+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T16:07:33.051+0000] {taskinstance.py:1283} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T16:07:33.051+0000] {taskinstance.py:1284} INFO - Starting attempt 2 of 7
[2022-12-12T16:07:33.052+0000] {taskinstance.py:1285} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T16:07:33.060+0000] {taskinstance.py:1304} INFO - Executing <Task(PythonOperator): InsertData> on 2022-12-12 12:00:00+00:00
[2022-12-12T16:07:33.065+0000] {standard_task_runner.py:55} INFO - Started process 72748 to run task
[2022-12-12T16:07:33.068+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'Transaction', 'InsertData', 'scheduled__2022-12-12T12:00:00+00:00', '--job-id', '315', '--raw', '--subdir', 'DAGS_FOLDER/transaction.py', '--cfg-path', '/tmp/tmp1vzv8zo4']
[2022-12-12T16:07:33.069+0000] {standard_task_runner.py:83} INFO - Job 315: Subtask InsertData
[2022-12-12T16:07:33.120+0000] {task_command.py:389} INFO - Running <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [running]> on host 83e68f36074a
[2022-12-12T16:07:33.170+0000] {taskinstance.py:1513} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Gama Ariefsadya
AIRFLOW_CTX_DAG_ID=Transaction
AIRFLOW_CTX_TASK_ID=InsertData
AIRFLOW_CTX_EXECUTION_DATE=2022-12-12T12:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=2
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-12-12T12:00:00+00:00
[2022-12-12T16:07:33.192+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (1, 'AC/DC', 1, 'For Those About To Rock We Salute You', 6, 'Put The Finger On You', 3, 3, '2009-01-03 00:00:00','Brussels')
[2022-12-12T16:07:33.196+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (1, 'AC/DC', 4, 'Let There Be Rock', 20, 'Overdose', 8, 8, '2009-02-01 00:00:00','Paris')
[2022-12-12T16:07:33.198+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (1, 'AC/DC', 1, 'For Those About To Rock We Salute You', 10, 'Evil Walks', 5, 5, '2009-01-11 00:00:00','Boston')
[2022-12-12T16:07:33.201+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (1, 'AC/DC', 1, 'For Those About To Rock We Salute You', 8, 'Inject The Venom', 4, 4, '2009-01-06 00:00:00','Edmonton')
[2022-12-12T16:07:33.203+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (1, 'AC/DC', 4, 'Let There Be Rock', 16, 'Dog Eat Dog', 7, 7, '2009-02-01 00:00:00','Berlin')
[2022-12-12T16:07:33.205+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (1, 'AC/DC', 1, 'For Those About To Rock We Salute You', 12, 'Breaking The Rules', 6, 6, '2009-01-19 00:00:00','Frankfurt')
[2022-12-12T16:07:33.207+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (2, 'Accept', 2, 'Balls to the Wall', 2, 'Balls to the Wall', 1, 1, '2009-01-01 00:00:00','Stuttgart')
[2022-12-12T16:07:33.209+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (2, 'Accept', 3, 'Restless and Wild', 4, 'Restless and Wild', 2, 2, '2009-01-02 00:00:00','Oslo')
[2022-12-12T16:07:33.211+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (3, 'Aerosmith', 5, 'Big Ones', 36, 'Angel', 12, 12, '2009-02-11 00:00:00','Stuttgart')
[2022-12-12T16:07:33.213+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (3, 'Aerosmith', 5, 'Big Ones', 24, 'Love In An Elevator', 9, 9, '2009-02-02 00:00:00','Bordeaux')
[2022-12-12T16:07:33.214+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (3, 'Aerosmith', 5, 'Big Ones', 28, 'Janies Got A Gun', 10, 10, '2009-02-03 00:00:00','Dublin')
[2022-12-12T16:07:33.216+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (3, 'Aerosmith', 5, 'Big Ones', 32, 'Deuces Are Wild', 11, 11, '2009-02-06 00:00:00','London')
[2022-12-12T16:07:33.218+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (4, 'Alanis Morissette', 6, 'Jagged Little Pill', 42, 'Right Through You', 13, 13, '2009-02-19 00:00:00','Mountain View')
[2022-12-12T16:07:33.220+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (4, 'Alanis Morissette', 6, 'Jagged Little Pill', 48, 'Not The Doctor', 14, 14, '2009-03-04 00:00:00','Redmond')
[2022-12-12T16:07:33.222+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (5, 'Alice In Chains', 7, 'Facelift', 54, 'Bleed The Freak', 15, 15, '2009-03-04 00:00:00','Cupertino')
