[2022-12-13T10:16:31.383+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: DataMart.InsertData scheduled__2022-12-12T07:00:00+00:00 [queued]>
[2022-12-13T10:16:31.391+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: DataMart.InsertData scheduled__2022-12-12T07:00:00+00:00 [queued]>
[2022-12-13T10:16:31.391+0000] {taskinstance.py:1283} INFO - 
--------------------------------------------------------------------------------
[2022-12-13T10:16:31.392+0000] {taskinstance.py:1284} INFO - Starting attempt 1 of 6
[2022-12-13T10:16:31.392+0000] {taskinstance.py:1285} INFO - 
--------------------------------------------------------------------------------
[2022-12-13T10:16:31.400+0000] {taskinstance.py:1304} INFO - Executing <Task(PythonOperator): InsertData> on 2022-12-12 07:00:00+00:00
[2022-12-13T10:16:31.410+0000] {standard_task_runner.py:55} INFO - Started process 26435 to run task
[2022-12-13T10:16:31.418+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'DataMart', 'InsertData', 'scheduled__2022-12-12T07:00:00+00:00', '--job-id', '352', '--raw', '--subdir', 'DAGS_FOLDER/datamart.py', '--cfg-path', '/tmp/tmpn5ujlq5h']
[2022-12-13T10:16:31.429+0000] {standard_task_runner.py:83} INFO - Job 352: Subtask InsertData
[2022-12-13T10:16:31.529+0000] {task_command.py:389} INFO - Running <TaskInstance: DataMart.InsertData scheduled__2022-12-12T07:00:00+00:00 [running]> on host 83e68f36074a
[2022-12-13T10:16:31.613+0000] {taskinstance.py:1513} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Gama Ariefsadya
AIRFLOW_CTX_DAG_ID=DataMart
AIRFLOW_CTX_TASK_ID=InsertData
AIRFLOW_CTX_EXECUTION_DATE=2022-12-12T07:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-12-12T07:00:00+00:00
[2022-12-13T10:16:31.714+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-01 00:00:00',2,'Accept',5.9399999999999995,'Oslo',4,19 )
[2022-12-13T10:16:31.714+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-01 00:00:00',2,'Accept',5.9399999999999995,'Stuttgart',4,19 )
[2022-12-13T10:16:31.715+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-02 00:00:00',2,'Accept',2.9699999999999998,'Oslo',4,19 )
[2022-12-13T10:16:31.715+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-02 00:00:00',2,'Accept',2.9699999999999998,'Stuttgart',4,19 )
[2022-12-13T10:16:31.717+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-03 00:00:00',1,'AC/DC',2.9699999999999998,'Berlin',18,19 )
[2022-12-13T10:16:31.717+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-03 00:00:00',1,'AC/DC',2.9699999999999998,'Boston',18,19 )
[2022-12-13T10:16:31.718+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-03 00:00:00',1,'AC/DC',2.9699999999999998,'Brussels',18,19 )
[2022-12-13T10:16:31.718+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-03 00:00:00',1,'AC/DC',2.9699999999999998,'Edmonton',18,19 )
[2022-12-13T10:16:31.718+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-03 00:00:00',1,'AC/DC',2.9699999999999998,'Frankfurt',18,19 )
[2022-12-13T10:16:31.719+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-03 00:00:00',1,'AC/DC',2.9699999999999998,'Paris',18,19 )
[2022-12-13T10:16:31.720+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-06 00:00:00',1,'AC/DC',5.9399999999999995,'Berlin',18,19 )
[2022-12-13T10:16:31.720+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-06 00:00:00',1,'AC/DC',5.9399999999999995,'Boston',18,19 )
[2022-12-13T10:16:31.720+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-06 00:00:00',1,'AC/DC',5.9399999999999995,'Brussels',18,19 )
[2022-12-13T10:16:31.721+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-06 00:00:00',1,'AC/DC',5.9399999999999995,'Edmonton',18,19 )
[2022-12-13T10:16:31.721+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-06 00:00:00',1,'AC/DC',5.9399999999999995,'Frankfurt',18,19 )
[2022-12-13T10:16:31.721+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-06 00:00:00',1,'AC/DC',5.9399999999999995,'Paris',18,19 )
[2022-12-13T10:16:31.723+0000] {logging_mixin.py:137} INFO - INSERT INTO public.data_mart(date, artist_id, artist_name, total_revenue_day, billing_city, total_song_artist, total_song_city) VALUES ('2009-01-11 00:00:00',1,'AC/DC',2.9699999999999998,'Berlin',18,19 )
